Sample,X,Y,Z
736,0.047,0.043,-0.844
737,-0.070,0.125,-0.797
738,-0.039,0.090,-0.848
739,0.055,0.062,-0.785
740,0.051,0.066,-0.777
741,-0.055,0.102,-0.840
742,-0.066,0.141,-0.844
743,0.000,0.090,-0.844
744,-0.008,0.055,-0.863
745,-0.016,0.027,-0.895
746,0.004,0.074,-0.887
747,-0.004,0.043,-0.953
748,-0.016,-0.023,-0.996
749,0.043,-0.047,-0.914
750,0.008,-0.023,-0.984
751,-0.023,-0.004,-1.102
752,0.059,-0.039,-1.059
753,0.004,-0.035,-1.070
754,-0.031,-0.023,-1.141
755,0.039,-0.031,-1.070
756,0.020,0.039,-1.070
757,0.016,-0.008,-1.152
758,0.039,-0.023,-0.957
759,-0.008,-0.027,-0.914
760,-0.020,0.055,-1.008
761,0.035,0.020,-0.930
762,0.027,-0.004,-0.875
763,-0.008,0.059,-0.934
764,-0.062,0.070,-0.883
765,-0.059,0.113,-0.816
766,-0.012,0.090,-0.938
767,0.008,0.055,-0.883
768,-0.027,0.074,-0.785
769,0.000,0.066,-0.902
770,0.000,0.066,-0.902
771,0.000,0.062,-0.910
772,-0.020,0.062,-0.828
773,0.016,0.047,-0.922
774,0.000,0.035,-0.984
775,-0.008,0.008,-0.941
776,0.027,0.023,-1.027
777,0.035,-0.008,-1.059
778,-0.043,-0.055,-0.945
779,-0.027,0.016,-1.031
780,0.059,-0.027,-1.121
781,0.008,-0.062,-0.984
782,-0.016,-0.023,-1.027
783,0.004,0.031,-1.090
784,-0.008,-0.004,-0.977
785,0.012,-0.008,-1.004
786,0.055,0.039,-1.047
787,0.008,-0.012,-0.930
788,-0.082,0.031,-0.871
789,0.008,0.055,-0.988
790,0.035,0.004,-0.891
791,-0.055,0.047,-0.793
792,0.000,0.090,-0.953
793,0.016,0.102,-0.895
794,-0.031,0.055,-0.809
795,0.027,0.062,-0.938
796,0.016,0.082,-0.902
797,-0.047,0.039,-0.836
798,-0.008,0.023,-0.934
799,0.023,0.008,-0.945
800,-0.031,0.004,-0.863
801,0.016,0.035,-0.996
802,0.043,0.062,-1.035
803,0.023,-0.020,-0.977
804,-0.004,-0.039,-1.004
805,-0.012,0.039,-1.027
806,-0.043,0.000,-1.031
807,-0.008,-0.027,-1.039
808,0.043,-0.027,-1.039
809,0.035,-0.020,-0.996
810,-0.047,0.012,-1.004
811,-0.004,0.043,-1.016
812,0.023,0.008,-0.980
813,0.000,-0.008,-0.941
814,0.047,0.000,-0.973
815,0.020,0.039,-0.938
816,-0.051,0.016,-0.895
817,-0.035,0.031,-0.887
818,-0.016,0.051,-0.879
819,0.004,0.027,-0.910
820,0.074,0.023,-0.902
821,0.051,0.031,-0.918
822,-0.062,0.047,-0.871
823,-0.059,0.051,-0.887
824,0.020,0.023,-0.930
825,0.020,0.000,-0.934
826,0.031,-0.020,-0.957
827,-0.004,0.016,-0.945
828,-0.035,0.008,-0.973
829,0.016,-0.027,-1.023
830,0.043,-0.027,-0.984
831,0.016,0.000,-1.023
832,0.008,-0.020,-1.051
833,0.027,-0.020,-0.988
834,0.004,-0.031,-1.012
835,-0.047,0.000,-1.004
836,0.027,-0.004,-1.004
837,0.055,-0.012,-1.016
838,0.031,-0.020,-1.000
839,0.000,-0.008,-0.938
840,-0.066,0.082,-0.938
841,0.039,0.031,-1.008
842,0.066,-0.023,-0.918
843,0.020,0.043,-0.883
844,-0.035,0.012,-0.949
845,-0.035,0.066,-0.867
846,0.051,0.020,-0.918
847,0.031,0.008,-0.918
848,-0.012,0.031,-0.871
849,-0.016,0.035,-0.934
850,-0.039,0.102,-0.957
851,-0.008,0.000,-0.969
852,0.039,-0.012,-0.914
853,0.031,0.000,-0.961
854,0.016,0.008,-0.980
855,-0.008,0.020,-0.977
856,-0.020,0.004,-1.004
857,-0.020,-0.004,-1.004
858,0.035,-0.031,-0.980
859,0.055,0.043,-1.027
860,-0.012,0.031,-1.070
861,-0.020,0.016,-0.977
862,0.008,-0.023,-0.938
863,-0.004,0.008,-0.977
864,0.031,0.051,-0.980
865,0.035,0.020,-0.938
866,-0.027,0.023,-0.930
867,-0.016,0.035,-0.926
868,0.000,0.059,-0.898
869,0.027,0.059,-0.965
870,0.035,0.062,-0.953
871,-0.008,0.031,-0.852
872,-0.051,0.047,-0.871
873,-0.008,0.051,-0.938
874,0.012,0.023,-0.887
875,-0.012,0.051,-0.883
