Sample,X,Y,Z
530,0.496,-0.391,-0.777
531,0.246,0.305,-0.973
532,0.672,0.055,-1.359
533,0.609,0.066,-0.547
534,0.777,0.008,-0.953
535,0.949,-0.312,-1.203
536,1.090,0.199,-0.426
537,0.363,0.035,-0.938
538,-0.469,0.223,-1.383
539,0.191,0.039,-0.930
540,0.477,-0.406,-0.977
541,0.215,0.254,-1.555
542,0.973,0.027,-1.363
543,0.652,-0.336,-0.387
544,0.332,0.137,-1.008
545,0.414,0.270,-1.285
546,0.301,0.242,-0.363
547,1.258,-0.359,-1.320
548,0.832,-0.270,-1.129
549,0.480,0.203,-0.590
550,0.246,0.078,-1.031
551,-0.137,0.496,-0.535
552,0.270,0.133,-0.977
553,1.336,-0.250,-1.348
554,1.609,-0.387,-0.664
555,0.773,0.102,-0.973
556,0.059,0.273,-1.082
557,0.270,0.461,-0.344
558,0.312,-0.078,-1.051
559,0.758,-0.039,-1.266
560,1.473,-0.184,-0.824
561,0.914,-0.359,-1.074
562,0.027,0.332,-1.094
563,-0.184,0.062,-0.938
564,0.098,0.125,-0.727
565,0.582,-0.070,-1.352
566,0.879,-0.305,-1.496
567,0.871,-0.086,-0.797
568,0.133,0.152,-0.770
569,-0.160,0.277,-0.879
570,0.410,0.145,-0.730
571,0.949,-0.125,-0.879
572,1.121,-0.066,-1.074
573,0.859,-0.145,-0.938
574,0.625,0.141,-0.730
575,0.191,0.246,-0.926
576,0.098,0.180,-0.844
577,0.863,-0.066,-0.871
578,1.617,-0.070,-1.129
579,1.656,-0.234,-1.191
580,0.992,-0.043,-0.820
581,0.121,0.320,-0.734
582,0.055,0.109,-0.992
583,0.160,-0.086,-0.949
584,0.965,-0.145,-1.457
585,0.770,-0.324,-1.355
586,0.320,0.051,-0.879
587,0.207,0.082,-1.082
588,0.242,0.219,-0.871
589,0.430,-0.023,-0.855
590,0.781,-0.180,-0.996
591,0.457,-0.012,-0.805
592,0.266,0.250,-0.871
593,0.195,0.223,-0.836
594,0.402,0.055,-0.629
595,0.730,0.117,-0.746
596,0.781,0.117,-0.859
597,1.051,0.113,-0.812
598,1.004,-0.086,-0.781
599,0.559,0.145,-0.836
600,0.816,0.102,-1.051
601,0.758,-0.070,-0.781
602,0.633,-0.059,-1.016
603,0.723,-0.086,-1.246
604,0.496,0.125,-0.805
605,0.461,0.031,-1.148
606,0.742,-0.055,-1.402
607,0.898,-0.191,-1.102
608,0.734,-0.215,-1.195
609,0.242,0.176,-1.168
610,0.191,0.133,-1.113
611,0.379,-0.133,-1.004
612,0.672,-0.027,-0.969
613,0.895,-0.191,-1.184
614,0.512,-0.059,-0.773
615,0.316,0.250,-0.781
616,0.531,0.008,-1.055
617,0.379,0.051,-0.621
618,0.547,0.047,-0.914
619,0.738,-0.094,-1.004
620,0.316,0.059,-0.605
621,0.180,0.137,-0.934
622,0.555,0.363,-0.852
623,0.867,0.102,-0.789
624,0.898,-0.152,-1.039
625,0.758,0.086,-0.797
626,0.551,0.109,-0.781
627,0.152,0.133,-0.887
628,0.219,0.141,-1.047
629,0.914,-0.211,-1.062
630,0.719,-0.203,-0.809
631,0.469,0.059,-1.160
632,0.930,0.203,-1.238
633,0.848,0.039,-0.840
634,0.484,-0.117,-1.078
635,0.574,-0.027,-1.164
636,0.531,-0.059,-0.805
637,0.262,-0.203,-0.980
638,0.402,-0.020,-1.125
639,0.645,-0.020,-0.910
640,0.590,0.016,-0.922
641,0.520,0.059,-1.172
642,0.430,0.047,-0.996
643,0.277,0.199,-0.824
644,0.293,0.117,-1.066
645,0.555,-0.055,-0.906
646,0.527,-0.215,-0.715
647,0.004,0.004,-0.777
648,-0.609,0.344,-0.812
649,-0.602,0.234,-0.859
650,-0.602,0.234,-0.859
651,-0.164,0.059,-1.027
652,0.137,-0.199,-1.117
653,-0.008,-0.180,-0.953
654,-0.488,0.117,-0.820
655,-0.910,0.348,-0.898
656,-0.543,0.152,-0.969
657,0.238,-0.105,-0.992
658,0.441,-0.195,-1.160
659,0.242,-0.082,-1.094
660,-0.113,0.070,-0.852
661,-0.340,0.133,-0.891
662,-0.035,0.020,-0.941
663,0.465,-0.113,-0.922
664,0.488,-0.121,-1.051
665,0.270,-0.031,-1.113
666,0.141,0.070,-0.949
667,0.004,0.121,-0.926
668,-0.012,0.043,-0.996
669,0.121,-0.020,-0.938
670,0.035,-0.012,-0.918
671,-0.168,0.094,-0.934
672,-0.113,0.074,-0.961
673,-0.133,0.039,-0.926
674,-0.152,0.027,-0.926
675,-0.152,0.035,-0.934
676,-0.125,0.074,-0.840
677,-0.062,0.043,-0.902
678,0.012,0.000,-0.926
679,0.000,0.027,-0.895
680,-0.016,0.027,-0.910
681,-0.012,0.043,-0.914
682,0.012,-0.035,-0.988
683,0.117,-0.047,-1.016
684,0.125,-0.070,-0.980
685,0.043,-0.004,-0.977
686,0.031,-0.031,-1.043
687,-0.047,0.004,-0.988
688,-0.035,0.016,-1.059
689,0.055,0.016,-1.082
690,0.023,0.031,-0.992
691,-0.082,-0.012,-1.027
692,-0.086,0.051,-0.984
693,-0.047,0.051,-0.945
694,0.012,0.008,-0.969
695,0.070,0.023,-0.930
696,0.008,-0.020,-0.910
697,-0.090,0.035,-0.828
698,-0.039,0.113,-0.859
699,0.051,0.027,-0.918
700,0.047,0.020,-0.875
701,0.016,0.016,-0.941
702,-0.016,0.059,-0.926
703,-0.031,0.070,-0.898
704,0.000,0.012,-0.992
705,0.008,-0.004,-0.957
706,0.004,0.004,-0.945
