Sample,X,Y,Z
474,0.621,-0.941,-1.242
475,-0.289,-0.516,-0.641
476,-0.250,-0.492,-0.543
477,0.172,-0.715,-0.926
478,0.277,-0.602,-0.516
479,0.340,-0.703,-0.801
480,-0.484,0.180,-1.020
481,-0.809,-0.285,-1.055
482,-0.441,-0.672,-0.648
483,0.301,-0.031,-1.504
484,0.773,-0.852,-1.625
485,0.551,-0.387,0.035
486,0.199,-0.535,-1.348
487,-0.309,-0.309,-0.895
488,-0.344,-0.309,-0.125
489,0.359,-0.574,-1.730
490,0.484,-0.844,-1.199
491,0.043,-1.238,-0.461
492,0.031,-0.199,-1.102
493,-0.965,-0.766,-1.062
494,-0.734,-0.570,-0.230
495,0.590,-0.520,-1.500
496,0.598,-0.918,-1.340
497,0.836,-0.723,-0.719
498,0.168,-1.473,-1.117
499,-0.574,-0.137,-0.066
500,-0.094,-0.738,-1.137
501,-0.160,-0.430,-1.012
502,0.191,-0.648,-1.156
503,0.566,-1.047,-1.469
504,-0.297,-0.434,-0.949
505,-0.645,-0.812,-1.266
506,-0.160,-0.078,-0.578
507,-0.160,-0.746,-0.918
508,0.305,-0.559,-1.219
509,0.930,-0.355,-1.117
510,0.207,-0.930,-0.805
511,-0.160,-0.543,-0.559
512,-0.102,-0.695,-0.820
513,-0.113,-0.031,-0.594
514,0.035,-0.422,-1.418
515,0.156,-0.492,-1.172
516,0.133,-0.773,-0.699
517,0.105,-0.734,-0.938
518,-0.238,-0.402,-0.789
519,-0.266,-0.539,-0.711
520,-0.027,-0.367,-0.742
521,0.012,-0.844,-1.180
522,0.117,-0.426,-1.082
523,0.473,-0.613,-1.234
524,0.215,-0.879,-0.848
525,-0.066,-0.660,-0.602
526,0.023,-0.668,-1.082
527,-0.344,-0.488,-0.859
528,-0.172,-0.445,-1.309
529,0.379,-0.891,-1.453
530,0.164,-0.766,-0.602
531,0.059,-0.789,-1.090
532,0.281,-0.480,-1.098
533,0.035,-0.895,-0.586
534,-0.066,-0.547,-1.016
535,0.305,-0.562,-1.355
536,-0.004,-0.664,-0.766
537,0.105,-0.543,-1.258
538,-0.051,-0.637,-1.215
539,-0.434,-0.324,-0.242
540,-0.184,-0.531,-1.117
541,0.113,-0.426,-1.145
542,0.238,-0.367,-0.676
543,0.273,-0.566,-1.227
544,0.055,-0.305,-0.980
545,0.016,-0.617,-0.676
546,0.066,-0.531,-0.648
547,-0.137,-0.395,-0.777
548,-0.035,-0.492,-0.914
549,0.234,-0.398,-0.895
550,0.340,-0.582,-1.137
551,0.043,-0.781,-0.949
552,-0.371,-0.445,-0.668
553,-0.328,-0.500,-0.926
554,-0.328,-0.500,-0.926
555,-0.020,-0.641,-0.832
556,0.465,-0.617,-1.051
557,0.398,-0.930,-1.234
558,-0.109,-0.641,-0.629
559,-0.223,-0.637,-0.914
560,-0.262,-0.562,-1.094
561,0.184,-0.625,-0.996
562,0.516,-0.922,-1.234
563,0.242,-0.566,-1.223
564,0.000,-0.590,-1.168
565,-0.434,-0.727,-0.766
566,-0.523,-0.508,-0.820
567,0.270,-0.465,-1.371
568,0.438,-0.457,-1.215
569,0.477,-0.586,-1.215
570,0.277,-0.844,-0.820
571,-0.418,-0.602,-0.246
572,-0.281,-0.207,-0.953
573,0.055,-0.059,-1.203
574,0.199,-0.328,-1.027
575,0.328,-0.875,-1.066
576,-0.031,-0.863,-0.336
577,-0.301,-0.516,-0.379
578,-0.289,-0.215,-0.918
579,-0.156,-0.117,-0.875
580,0.332,-0.523,-1.117
581,0.410,-0.742,-1.133
582,0.109,-0.797,-0.809
583,-0.039,-0.461,-0.773
584,-0.219,-0.418,-0.812
585,-0.277,-0.402,-0.863
586,0.156,-0.391,-1.316
587,0.379,-0.254,-1.508
588,0.340,0.047,-1.672
589,0.102,0.047,-1.648
590,-0.125,-0.004,-0.895
591,-0.227,-0.094,-0.824
592,-0.004,0.191,-1.234
593,0.258,0.328,-1.312
594,0.195,0.262,-1.152
595,0.027,0.223,-0.949
596,-0.059,-0.043,-0.535
597,-0.082,0.211,-0.332
598,0.055,0.156,-0.707
599,0.035,0.020,-0.402
600,-0.008,0.113,-0.328
601,0.004,-0.023,-0.723
602,0.012,0.090,-0.539
603,-0.035,0.102,-0.648
604,-0.039,0.180,-0.855
605,-0.066,0.062,-0.758
606,0.016,0.145,-0.980
607,0.066,0.043,-1.367
608,0.059,0.055,-1.172
609,0.078,-0.055,-1.156
610,0.000,-0.070,-1.277
611,-0.008,-0.109,-1.172
612,0.121,-0.234,-1.191
613,0.098,-0.156,-1.230
614,0.141,-0.133,-1.238
615,0.199,-0.184,-1.117
616,-0.004,-0.137,-1.012
617,-0.027,-0.082,-1.156
618,0.035,0.027,-1.082
619,0.039,0.078,-1.000
620,0.164,0.031,-1.031
621,0.082,0.066,-0.781
622,-0.004,0.211,-0.754
623,-0.066,0.238,-0.871
624,-0.039,0.211,-0.699
625,0.043,0.078,-0.672
626,0.020,0.184,-0.711
627,-0.004,0.211,-0.652
628,0.027,0.184,-0.617
629,0.023,-0.008,-0.699
630,-0.020,0.086,-0.688
631,0.016,0.094,-0.812
632,-0.004,0.102,-0.871
633,0.070,0.145,-0.957
634,0.133,-0.078,-1.055
635,0.078,0.047,-0.965
636,0.020,0.004,-1.203
637,0.066,0.020,-1.152
638,0.023,-0.035,-0.992
639,0.090,-0.094,-1.199
640,0.109,-0.059,-1.191
641,0.039,-0.121,-1.098
642,0.047,0.012,-1.246
643,0.023,-0.027,-1.223
644,-0.027,0.012,-0.910
645,0.113,-0.004,-1.035
646,0.098,0.066,-0.992
647,0.121,0.074,-0.922
648,-0.031,0.047,-0.922
649,-0.047,0.207,-0.812
650,-0.059,0.059,-0.832
651,0.023,0.203,-0.699
652,0.168,0.082,-0.828
653,0.090,0.105,-0.723
654,-0.020,0.125,-0.734
655,-0.070,0.078,-0.801
656,-0.055,0.141,-0.707
657,0.016,0.051,-0.926
658,0.039,0.109,-0.934
659,0.035,-0.004,-0.914
660,0.043,0.066,-0.957
661,0.027,0.043,-1.043
662,0.137,-0.039,-1.027
663,0.098,-0.055,-1.020
664,0.004,-0.105,-1.168
665,0.055,-0.027,-1.145
666,0.051,-0.113,-1.105
667,0.086,-0.031,-1.125
668,0.160,-0.117,-1.137
669,0.090,-0.074,-1.004
670,0.051,0.016,-1.121
671,0.012,-0.023,-1.125
672,-0.023,0.035,-0.918
673,0.055,-0.004,-1.000
674,0.055,-0.004,-1.000
675,0.062,0.098,-0.918
676,-0.039,0.074,-0.852
677,0.020,0.082,-0.891
678,0.031,0.090,-0.820
679,0.039,0.086,-0.770
680,0.051,0.105,-0.777
681,0.020,0.102,-0.773
682,0.035,0.082,-0.758
683,-0.020,0.066,-0.809
684,-0.012,0.098,-0.801
685,0.062,0.043,-0.840
686,0.113,0.055,-0.887
687,0.066,-0.023,-0.965
688,0.035,0.020,-0.953
689,-0.031,0.039,-1.004
690,-0.012,-0.027,-1.082
691,0.117,-0.027,-1.062
692,0.094,-0.086,-1.055
693,0.016,-0.043,-1.117
694,-0.004,-0.051,-1.117
695,0.078,-0.020,-1.102
696,0.066,-0.078,-1.098
697,0.055,-0.031,-1.035
698,0.086,-0.066,-1.035
699,-0.035,0.031,-0.992
700,0.012,0.020,-1.051
701,0.082,-0.082,-0.898
702,0.020,0.094,-0.816
703,0.062,0.012,-0.953
704,0.016,0.113,-0.750
705,0.004,0.059,-0.867
706,0.012,0.105,-0.918
707,0.012,0.062,-0.750
708,-0.023,0.102,-0.773
709,0.000,0.156,-0.895
710,0.129,0.012,-0.848
711,0.117,0.031,-0.777
712,-0.020,0.031,-0.973
713,-0.047,0.098,-0.887
714,-0.004,0.008,-0.879
715,0.102,-0.031,-1.066
716,0.172,-0.023,-1.039
717,-0.031,-0.043,-0.969
718,-0.051,0.070,-1.105
719,0.051,-0.043,-1.121
720,0.141,-0.094,-0.957
721,0.094,-0.059,-1.141
722,0.094,-0.059,-1.141
723,-0.004,0.023,-1.125
724,-0.039,-0.020,-1.016
725,-0.004,0.016,-1.027
726,0.090,0.027,-1.047
727,0.137,-0.043,-0.949
728,0.082,0.031,-0.902
729,0.047,0.074,-1.027
730,-0.043,0.059,-0.855
731,-0.008,0.066,-0.809
732,0.098,0.062,-0.961
733,0.094,0.078,-0.844
734,0.043,0.059,-0.797
735,-0.082,0.129,-0.844
736,-0.035,0.125,-0.871
737,0.094,0.051,-0.840
738,0.078,0.066,-0.879
739,0.031,0.082,-0.953
740,-0.059,0.008,-0.848
741,-0.039,0.090,-0.910
742,0.074,0.047,-1.105
743,0.074,-0.031,-0.934
744,0.094,0.000,-0.941
745,0.086,0.070,-1.117
746,0.027,0.023,-1.004
747,0.020,0.008,-1.039
748,0.043,0.066,-1.141
749,0.047,-0.027,-0.961
750,0.102,-0.027,-0.953
751,0.109,0.008,-1.090
752,0.027,0.012,-0.949
753,-0.004,0.027,-0.941
754,0.000,0.070,-1.004
755,0.020,0.066,-0.895
756,0.070,0.016,-0.895
757,0.078,0.102,-0.934
758,0.020,0.055,-0.895
759,-0.051,0.094,-0.797
760,-0.039,0.102,-0.840
761,0.113,0.062,-0.875
762,0.133,0.059,-0.859
763,0.023,0.074,-0.926
764,-0.023,0.098,-0.910
765,-0.043,0.055,-0.852
766,0.035,0.066,-0.938
767,0.176,0.008,-0.980
768,0.066,0.000,-0.883
769,0.012,0.012,-1.008
770,-0.004,0.008,-1.051
771,-0.008,0.059,-0.930
772,0.070,-0.020,-1.086
773,0.082,-0.012,-1.062
774,0.094,-0.004,-0.977
775,0.023,-0.039,-1.074
776,0.004,0.020,-1.031
777,0.008,-0.016,-0.949
778,0.047,0.020,-0.980
779,0.055,-0.020,-1.000
780,0.047,0.031,-0.906
781,0.047,0.047,-1.008
782,0.020,0.027,-0.930
783,0.027,0.059,-0.832
784,0.035,0.035,-0.895
785,0.008,0.039,-0.840
786,0.055,0.023,-0.895
787,0.086,0.043,-0.945
788,-0.023,0.055,-0.852
789,-0.027,0.105,-0.859
790,0.016,0.035,-0.902
791,0.082,0.023,-0.906
792,0.125,-0.012,-1.000
793,0.039,-0.047,-0.957
794,-0.023,0.059,-0.883
795,0.059,-0.016,-1.016
796,0.074,0.020,-0.965
797,0.051,-0.043,-1.020
798,0.008,-0.020,-1.109
799,0.008,0.023,-1.008
800,0.059,-0.047,-1.027
801,0.113,-0.012,-1.027
802,0.043,-0.047,-0.965
803,0.051,-0.027,-0.992
804,0.000,-0.004,-1.035
805,0.004,0.023,-0.973
806,0.039,0.012,-0.953
807,0.082,0.027,-0.984
808,0.102,-0.008,-0.949
809,0.055,0.043,-0.883
810,-0.039,0.059,-0.914
811,-0.027,0.070,-0.898
812,0.105,0.039,-0.875
813,0.117,-0.008,-0.898
814,0.055,0.082,-0.898
815,-0.043,0.047,-0.914
816,-0.031,0.113,-0.863
817,0.059,0.031,-0.926
818,0.059,0.031,-0.926
819,0.086,-0.016,-0.914
820,0.043,0.082,-0.926
821,0.035,0.031,-1.016
822,0.000,0.031,-0.969
823,0.043,-0.012,-0.973
824,0.078,0.008,-1.000
825,0.043,0.016,-0.977
826,0.055,0.000,-1.008
827,0.066,0.004,-1.031
828,0.023,-0.020,-1.008
829,0.082,0.000,-1.000
830,0.031,0.027,-0.953
831,-0.016,0.035,-0.953
832,0.043,0.000,-0.973
833,0.016,0.039,-0.926
834,0.078,0.047,-1.016
835,0.035,0.031,-0.914
836,0.020,0.066,-0.828
837,0.051,0.047,-0.938
838,0.027,0.082,-0.855
839,0.027,0.039,-0.910
840,0.027,0.094,-0.934
841,0.023,0.051,-0.883
842,0.023,0.051,-0.883
843,0.090,0.066,-0.848
844,0.035,0.086,-0.895
845,0.020,0.008,-0.957
846,0.027,0.055,-0.910
847,0.023,0.023,-0.961
848,0.039,0.039,-0.961
849,0.023,0.008,-0.902
850,0.062,0.031,-1.000
851,0.074,0.043,-1.047
852,-0.004,-0.008,-0.938
853,-0.020,0.059,-0.980
854,0.066,0.004,-1.039
855,0.125,0.012,-0.938
856,0.082,0.008,-1.039
857,0.008,0.043,-1.023
858,-0.043,0.078,-0.902
859,0.016,-0.004,-0.980
860,0.129,0.035,-0.977
861,0.098,-0.012,-0.914
862,0.035,0.016,-0.930
863,-0.008,0.070,-0.961
864,0.020,0.043,-0.902
865,0.043,0.094,-0.887
866,0.070,0.051,-0.910
867,0.090,0.035,-0.930
868,0.020,0.062,-0.910
869,-0.051,0.016,-0.914
870,-0.012,0.043,-0.883
871,0.027,0.031,-0.918
872,0.141,-0.008,-0.977
873,0.113,0.016,-0.934
874,-0.043,0.039,-0.949
875,-0.039,0.055,-0.992
876,-0.008,0.039,-0.949
877,0.109,-0.031,-0.996
878,0.098,-0.023,-1.000
879,0.047,0.012,-0.988
880,0.008,0.004,-1.020
881,-0.027,0.035,-0.957
882,0.059,-0.020,-1.004
883,0.098,0.008,-0.957
884,0.043,0.020,-0.969
885,0.055,-0.008,-1.020
886,-0.020,0.027,-0.910
887,0.020,0.008,-0.965
888,0.062,0.027,-0.934
889,0.094,-0.012,-0.875
890,0.074,0.004,-0.926
