Sample,X,Y,Z
590,0.062,0.051,-0.863
591,0.059,0.055,-0.926
592,-0.023,0.004,-0.926
593,0.078,0.105,-0.875
594,0.109,0.102,-1.012
595,-0.070,-0.008,-0.934
596,-0.023,0.043,-0.805
597,0.094,0.105,-1.000
598,0.023,-0.023,-0.965
599,-0.031,-0.031,-0.781
600,0.117,0.098,-0.988
601,0.047,0.020,-1.062
602,0.047,0.020,-1.062
603,-0.012,-0.102,-0.891
604,0.070,0.062,-0.984
605,0.078,0.109,-1.031
606,0.059,-0.039,-1.016
607,0.070,-0.023,-1.004
608,0.043,0.027,-0.949
609,0.008,-0.016,-0.961
610,0.074,0.016,-1.008
611,0.129,-0.004,-0.984
612,0.070,-0.031,-0.895
613,-0.023,-0.008,-0.938
614,0.047,0.086,-1.012
615,0.031,0.004,-0.930
616,-0.008,0.035,-0.867
617,0.043,0.082,-0.988
618,0.074,0.070,-1.004
619,-0.020,0.020,-0.922
620,0.008,0.027,-0.902
621,0.094,0.094,-0.910
622,0.016,-0.027,-0.918
623,0.086,-0.023,-0.887
624,0.133,0.066,-0.898
625,-0.008,0.031,-0.957
626,0.023,-0.020,-0.945
627,0.098,0.074,-0.891
628,0.070,0.055,-1.008
629,0.094,0.047,-1.016
630,0.062,0.020,-0.941
631,0.004,0.043,-0.988
632,-0.012,0.004,-0.926
633,0.066,0.004,-0.949
634,0.074,0.023,-1.039
635,0.016,-0.031,-0.910
636,0.008,0.004,-0.930
637,0.027,0.031,-1.047
638,0.004,0.000,-0.926
639,0.020,0.020,-0.910
640,0.043,0.066,-1.047
641,0.094,0.051,-0.992
642,0.020,-0.016,-0.938
643,0.016,0.031,-0.953
644,0.094,0.062,-0.895
645,0.016,-0.012,-0.926
646,0.047,0.012,-0.930
647,0.082,0.031,-0.891
648,0.020,0.035,-0.957
649,0.023,0.000,-0.977
650,0.023,0.000,-0.977
651,0.074,0.043,-0.855
652,0.051,0.066,-0.953
653,0.000,0.012,-1.027
654,0.086,0.043,-0.930
655,0.062,0.039,-0.938
656,-0.086,0.004,-0.949
657,0.051,0.008,-0.918
658,0.086,0.027,-0.949
659,0.004,-0.039,-1.000
660,0.039,-0.027,-0.914
661,0.078,0.055,-0.930
662,-0.039,0.023,-1.012
663,0.000,-0.016,-0.906
664,0.094,0.070,-0.969
665,0.070,0.062,-1.117
666,-0.008,-0.004,-0.941
667,0.059,0.051,-0.895
668,0.047,0.012,-0.980
669,0.004,-0.008,-0.918
670,0.078,0.008,-0.938
671,0.062,-0.004,-0.977
672,-0.035,-0.027,-0.922
673,-0.020,0.023,-0.926
674,0.070,0.035,-0.953
675,0.047,0.066,-0.969
676,0.031,0.000,-0.973
677,0.059,0.051,-0.973
678,0.039,0.051,-0.941
679,-0.020,-0.004,-0.965
680,0.105,0.039,-0.910
681,0.078,-0.004,-0.918
682,-0.020,-0.020,-0.949
683,0.000,0.031,-0.906
684,0.051,0.023,-0.941
685,-0.016,-0.012,-0.945
686,0.031,0.027,-0.941
687,0.109,0.090,-1.023
688,-0.031,0.043,-1.008
689,-0.023,0.039,-0.945
690,0.051,0.062,-0.965
691,0.055,-0.031,-0.938
692,0.039,-0.004,-0.898
693,0.051,0.020,-0.988
694,0.035,0.027,-0.984
695,0.020,-0.027,-0.898
696,0.031,0.016,-0.922
697,0.105,0.039,-0.949
698,0.105,0.039,-0.949
699,0.043,0.004,-0.945
700,0.055,0.082,-1.008
701,0.059,0.082,-0.988
702,0.023,0.004,-0.930
703,0.031,0.031,-0.961
704,0.062,0.031,-0.949
705,0.062,-0.008,-0.902
706,0.004,0.004,-0.941
707,0.016,0.008,-0.930
708,0.066,0.020,-0.914
709,0.023,0.004,-0.945
710,0.023,0.023,-0.965
711,0.078,0.055,-0.957
712,0.012,0.039,-0.992
713,0.020,0.047,-0.988
714,0.043,0.062,-0.895
715,0.039,0.031,-0.953
716,0.051,-0.012,-0.961
717,0.105,0.004,-0.918
718,0.074,0.027,-1.004
719,-0.020,-0.016,-0.941
720,0.020,0.027,-0.875
721,0.082,0.082,-0.965
722,0.016,-0.008,-0.988
723,0.047,0.047,-0.969
724,0.066,0.059,-1.027
725,-0.004,0.043,-0.973
726,0.074,0.035,-0.918
727,0.117,0.012,-0.961
728,0.066,0.004,-0.934
729,0.000,-0.016,-0.930
730,0.031,0.035,-0.945
731,0.031,0.023,-0.945
732,0.020,-0.031,-0.918
733,0.062,0.043,-0.922
734,0.074,0.066,-0.988
735,-0.016,0.023,-0.988
736,0.012,0.039,-0.941
737,0.055,0.062,-0.922
738,0.051,0.035,-0.957
739,0.047,-0.023,-0.930
740,0.113,0.004,-0.930
741,0.020,0.031,-0.965
742,-0.043,0.000,-0.922
743,0.090,0.035,-0.922
744,0.098,0.039,-0.941
745,0.043,-0.004,-0.977
746,0.043,-0.004,-0.977
747,0.055,0.051,-0.988
748,0.027,0.043,-0.996
749,-0.039,0.027,-0.953
750,0.078,0.047,-0.941
751,0.129,0.023,-0.973
752,0.062,-0.031,-0.945
753,-0.016,-0.020,-0.898
754,0.047,0.082,-0.953
755,0.023,0.004,-0.973
756,0.039,-0.027,-0.895
757,0.086,0.039,-0.938
758,0.027,0.047,-0.992
759,-0.031,0.047,-0.988
760,0.012,0.043,-0.965
761,0.035,0.031,-0.934
762,0.039,0.027,-0.926
763,0.055,0.020,-0.973
764,0.094,0.020,-0.938
765,0.004,-0.008,-0.902
766,0.000,0.016,-0.957
767,0.062,0.039,-0.910
768,0.066,0.000,-0.898
769,0.062,0.055,-1.000
770,0.062,0.055,-1.000
771,0.047,0.043,-0.996
772,0.031,0.035,-0.953
773,0.012,0.062,-0.980
774,0.039,0.023,-0.938
775,0.109,0.016,-0.914
776,0.051,-0.012,-0.973
777,-0.027,-0.016,-0.938
778,0.027,0.035,-0.910
779,0.012,0.008,-0.965
780,0.047,0.000,-0.930
781,0.074,0.016,-0.910
782,0.047,0.031,-0.980
783,-0.023,0.062,-1.000
784,0.008,0.039,-0.961
785,0.059,0.051,-0.938
786,0.055,0.000,-0.953
787,0.055,0.004,-0.961
788,0.055,0.012,-0.938
789,-0.027,-0.020,-0.918
790,-0.027,0.031,-0.918
791,0.074,0.039,-0.934
792,0.074,-0.016,-0.945
793,0.043,0.023,-0.973
794,0.023,0.074,-0.984
795,0.027,0.070,-0.961
796,-0.023,-0.004,-0.957
797,0.055,0.031,-0.938
798,0.117,0.031,-0.957
799,0.039,-0.016,-0.973
800,-0.008,-0.016,-0.945
801,0.016,0.043,-0.910
802,0.008,0.012,-0.949
803,0.039,-0.012,-0.938
804,0.066,0.004,-0.910
805,0.047,0.062,-0.988
806,-0.039,0.051,-1.004
807,0.031,0.051,-0.973
808,0.074,0.043,-0.961
809,0.027,0.000,-0.926
810,0.074,0.039,-0.953
811,0.047,0.027,-0.973
812,-0.027,-0.035,-0.910
813,0.008,0.023,-0.891
814,0.082,0.035,-0.977
815,0.055,0.012,-0.961
816,0.059,0.043,-0.941
817,0.047,0.027,-0.984
818,0.008,0.082,-0.992
819,-0.023,0.020,-0.938
820,0.121,0.055,-0.953
821,0.102,0.023,-0.977
822,0.031,-0.016,-0.949
823,0.023,0.020,-0.941
824,0.004,0.012,-0.922
825,0.031,-0.004,-0.918
826,0.074,0.004,-0.934
827,0.066,0.016,-0.949
828,0.016,0.031,-0.973
829,-0.020,0.051,-0.988
830,0.062,0.078,-0.980
831,0.055,0.008,-0.930
832,0.059,-0.008,-0.926
833,0.082,0.059,-0.977
834,0.031,0.012,-0.949
835,-0.004,-0.008,-0.910
836,0.016,0.004,-0.922
837,0.082,0.000,-0.926
838,0.066,0.004,-0.953
839,0.047,0.035,-0.973
840,0.023,0.070,-0.977
841,-0.004,0.020,-0.949
842,0.035,0.055,-0.965
843,0.105,0.059,-0.961
844,0.105,0.043,-0.965
845,0.047,0.020,-0.961
846,0.016,0.008,-0.949
847,0.000,0.012,-0.906
848,0.039,0.023,-0.922
849,0.086,-0.004,-0.961
850,0.074,0.000,-0.938
851,0.012,0.035,-0.969
852,-0.012,0.043,-1.004
853,0.027,0.062,-0.945
854,0.070,0.031,-0.949
855,0.074,0.035,-0.980
856,0.082,0.023,-0.941
857,0.035,0.000,-0.957
858,0.008,0.020,-0.961
859,0.004,0.000,-0.887
860,0.090,0.023,-0.906
861,0.074,0.008,-0.980
862,0.039,-0.012,-0.941
863,0.027,0.047,-0.945
864,-0.004,0.066,-1.012
865,0.023,0.047,-0.961
866,0.113,0.020,-0.938
867,0.082,0.000,-0.984
868,0.031,0.020,-0.957
869,-0.004,0.031,-0.914
870,0.031,0.031,-0.949
871,0.016,-0.016,-0.910
872,0.059,-0.031,-0.910
873,0.105,0.027,-0.973
874,0.004,0.023,-0.984
875,-0.016,0.047,-0.969
876,0.016,0.078,-0.961
877,0.035,0.016,-0.953
878,0.066,0.012,-0.957
879,0.098,0.039,-0.961
880,0.020,0.035,-0.977
881,-0.043,0.008,-0.926
882,0.031,0.020,-0.902
883,0.094,0.008,-0.934
884,0.043,-0.023,-0.926
885,0.043,0.031,-0.957
886,0.020,0.043,-0.973
887,-0.039,0.027,-0.957
888,0.012,0.070,-0.969
889,0.094,0.020,-0.973
